Age (ka),Insolation (W/m^2)
3248,494.2272439
3249,502.4006259
3250,509.6391332
3251,515.0519519
3252,518.067291
3253,518.4631584
3254,516.4534888
3255,512.5200876
3256,507.2542553
3257,501.2552799
3258,495.1016644
3259,489.2323693
3260,484.0411832
3261,479.8682906
3262,476.9745296
3263,475.6041064
3264,475.8479543
3265,477.7009361
3266,480.90565
3267,485.0806858
3268,489.6120059
3269,493.8711383
3270,497.2091784
3271,499.2319133
3272,499.7276311
3273,498.7909179
3274,496.718576
3275,493.9224727
3276,490.8522756
3277,487.913899
3278,485.4508399
3279,483.7870325
3280,483.1390895
3281,483.6587806
3282,485.3991528
3283,488.3043234
3284,492.1573634
3285,496.6026445
3286,501.0837013
3287,505.0429383
3288,507.9276484
3289,509.3361644
3290,509.0435145
3291,507.098074
3292,503.7686051
3293,499.4187954
3294,494.4906962
3295,489.4240464
3296,484.6562825
3297,480.5600831
3298,477.4942391
3299,475.789968
3300,475.70661
3301,477.4312415
3302,480.9821189
3303,486.1523727
3304,492.4911628
3305,499.2812884
3306,505.5674988
3307,510.403542
3308,512.9905585
3309,512.9405902
3310,510.2700629
3311,505.4084077
3312,498.9663575
3313,491.6294322
3314,484.0179346
3315,476.6501318
3316,469.9847384
3317,464.3936559
3318,460.2969476
3319,458.0996389
3320,458.2357805
3321,461.0475072
3322,466.7348147
3323,475.2019741
3324,485.9444641
3325,497.9517133
3326,509.7781017
3327,519.7901587
3328,526.6125068
3329,529.4725093
3330,528.4136025
3331,524.0948755
3332,517.5461189
3333,509.7784432
3334,501.6193062
3335,493.6187473
3336,486.1866904
3337,479.6241551
3338,474.2507082
3339,470.4002576
3340,468.4656725
3341,468.7856171
3342,471.6530302
3343,477.1094392
3344,484.8458685
3345,494.127097
3346,503.828096
3347,512.4640671
3348,518.6509966
3349,521.3779603
3350,520.336552
3351,515.9310551
3352,509.025333
3353,500.6593197
3354,491.7843036
3355,483.1557245
3356,475.3257331
3357,468.712626
3358,463.617043
3359,460.3158832
3360,458.9761633
3361,459.7075508
3362,462.4979664
3363,467.1445041
3364,473.2832499
3365,480.3361055
3366,487.6214424
3367,494.449998
3368,500.2405426
3369,504.6620968
3370,507.5947805
3371,509.1194781
3372,509.5150581
3373,509.1077408
3374,508.2333161
3375,507.1791989
3376,506.1711483
3377,505.3219471
3378,504.6849101
3379,504.1984503
3380,503.7516814
3381,503.157701
3382,502.2238578
3383,500.747432
3384,498.640026
3385,495.8758134
3386,492.5654094
3387,488.8654904
3388,485.0529003
3389,481.4249243
3390,478.2893842
3391,476.0116364
3392,474.8981502
3393,475.231561
3394,477.1755837
3395,480.803003
3396,485.9401248
3397,492.1703828
3398,498.8088991
3399,504.9700612
3400,509.7270574
3401,512.2906327
3402,512.2488649
3403,509.6271929
3404,504.8351187
3405,498.5013551
3406,491.275508
3407,483.7980931
3408,476.5481528
3409,469.9356267
3410,464.3231864
3411,460.07967
3412,457.6169915
3413,457.3741817
3414,459.7939898
3415,465.1918342
3416,473.7087634
3417,485.0441506
3418,498.4191519
3419,512.4574087
3420,525.3144598
3421,535.1007074
3422,540.3879192
3423,540.6698073
3424,536.3417974
3425,528.5202999
3426,518.5468635
3427,507.5445272
3428,496.3737135
3429,485.5766475
3430,475.4867893
3431,466.4258365
3432,458.7074373
3433,452.7769562
3434,449.1512857
3435,448.4005865
3436,451.0598544
3437,457.4534154
3438,467.5312536
3439,480.6283831
3440,495.3550147
3441,509.6581096
3442,521.1993513
3443,528.1384794
3444,529.6806535
3445,526.2893372
3446,519.2863952
3447,510.2405085
3448,500.4968793
3449,490.9888432
3450,482.2628524
3451,474.6221699
3452,468.2858273
3453,463.508704
3454,460.5755078
3455,459.8602964
3456,461.7189379
3457,466.3754607
3458,473.8703635
3459,483.8480045
3460,495.492036
3461,507.5223022
3462,518.3697569
3463,526.5323565
3464,530.9479477
3465,531.2569935
3466,527.839485
3467,521.554841
3468,513.4509213
3469,504.5032807
3470,495.4761845
3471,486.9677887
3472,479.3969904
3473,473.1025877
3474,468.3224719
3475,465.285831
3476,464.0640595
3477,464.6448419
3478,466.8432533
3479,470.3661482
3480,474.7049433
3481,479.346385
3482,483.7855671
3483,487.6013918
3484,490.5961064
3485,492.7517196
3486,494.2149261
3487,495.2018294
3488,496.0139322
3489,496.9028522
3490,498.0578071
3491,499.6131196
3492,501.5615354
3493,503.8084545
3494,506.1433735
3495,508.2482244
3496,509.8144222
3497,510.479004
3498,510.035629
3499,508.3889433
3500,505.6116714
3501,501.8655331
3502,497.4243681
3503,492.6678537
3504,487.9306481
3505,483.5867733
3506,480.0364903
3507,477.6304217
3508,476.7274578
3509,477.5857422
3510,480.3540562
3511,484.9683077
3512,491.0574795
3513,497.9490221
3514,504.6324985
3515,510.012707
3516,513.0959102
3517,513.2455012
3518,510.4129685
3519,504.9871389
3520,497.7509195
3521,489.4979964
3522,480.9904255
3523,472.7997299
3524,465.4107539
3525,459.2060129
3526,454.5404605
3527,451.8363601
3528,451.4629114
3529,453.831048
3530,459.2103518
3531,467.6184822
3532,478.7590683
3533,491.8000778
3534,505.4686426
3535,518.1078879
3536,528.1188051
3537,534.3253195
3538,536.2569259
3539,534.3005148
3540,529.3055187
3541,522.2918621
3542,514.2156014
3543,505.8079107
3544,497.5422379
3545,489.7818296
3546,482.8482798
3547,477.029494
3548,472.6867226
3549,470.1965801
3550,469.9007204
3551,472.0556355
3552,476.6607388
3553,483.4187638
3554,491.6121694
3555,500.1191382
3556,507.6090025
3557,512.7717405
3558,514.734687
3559,513.2645091
3560,508.7727403
3561,502.1033298
3562,494.2309554
3563,486.0333079
3564,478.2056734
3565,471.2961224
3566,465.6753761
3567,461.6858497
3568,459.6055301
3569,459.6704213
3570,462.0547353
3571,466.7773367
3572,473.6311428
3573,482.1306136
3574,491.4772708
3575,500.6784648
3576,508.663275
3577,514.5602262
3578,517.8649707
3579,518.4959646
3580,516.8010327
3581,513.3263491
3582,508.7017196
3583,503.5570647
3584,498.3954238
3585,493.6723975
3586,489.7705033
3587,487.0062587
3588,485.6269421
3589,485.7987992
3590,487.4935322
3591,490.4919146
3592,494.3352343
3593,498.3757471
3594,501.8125281
3595,503.9759213
3596,504.3246075
3597,502.7186526
3598,499.3450417
3599,494.6339198
3600,489.1279842
3601,483.4292483
3602,478.0552533
3603,473.4762341
3604,470.1035313
3605,468.3001395
3606,468.3701218
3607,470.4843243
3608,474.6644349
3609,480.7312914
3610,488.1291252
3611,496.0961148
3612,503.6313408
3613,509.747214
3614,513.6375758
3615,514.9576296
3616,513.7968769
3617,510.5770079
3618,505.9040317
3619,500.4232164
3620,494.731433
3621,489.2785845
3622,484.4816228
3623,480.6501702
3624,478.152
3625,477.2436252
3626,478.1433488
3627,480.9332897
3628,485.4856067
3629,491.4225045
3630,498.0570399
3631,504.5121804
3632,509.7968922
3633,513.0627011
3634,513.8317125
3635,512.036972
3636,507.9711817
3637,502.2749934
3638,495.5943507
3639,488.5975889
3640,481.8581035
3641,475.8266983
3642,470.8795971
3643,467.3321497
3644,465.43121
3645,465.3399607
3646,467.1171971
3647,470.6416698
3648,475.6272284
3649,481.6134604
3650,487.9356443
3651,493.9491461
3652,499.0613309
3653,502.8460384
3654,505.1067408
3655,505.9614325
3656,505.6057759
3657,504.4179428
3658,502.783131
3659,501.0116722
3660,499.4292793
3661,498.3000739
3662,497.7879976
3663,498.013849
3664,499.0022694
3665,500.6641001
3666,502.833359
3667,505.1461551
3668,507.2177534
3669,508.5862832
3670,508.8845168
3671,507.8478423
3672,505.3651818
3673,501.5477057
3674,496.6609584
3675,491.0746614
3676,485.2117259
3677,479.5047449
3678,474.3601147
3679,470.2113218
3680,467.4024227
3681,466.2577093
3682,466.9917894
3683,469.6983985
3684,474.274376
3685,480.3132979
3686,487.1677419
3687,493.9448405
3688,499.6886698
3689,503.5840601
3690,505.1319483
3691,504.3217682
3692,501.4643356
3693,497.1114857
3694,491.9190233
3695,486.4443685
3696,481.1357798
3697,476.3941011
3698,472.5845174
3699,470.08649
3700,469.2904623
3701,470.6271516
3702,474.5123662
3703,481.1667955
3704,490.5698467
3705,502.235905
3706,515.1249828
3707,527.6118734
3708,537.8309194
3709,544.0697927
3710,545.3416134
3711,541.6440323
3712,533.8415535
3713,523.2522711
3714,511.1898294
3715,498.684868
3716,486.4943326
3717,475.039062
3718,464.7442022
3719,455.9514911
3720,449.1271251
3721,444.80413
3722,443.5777679
3723,445.9537105
3724,452.2690375
3725,462.3805041
3726,475.5390268
3727,490.2609634
3728,504.3878285
3729,515.6475316
3730,522.2892858
3731,523.7643259
3732,520.6376633
3733,514.2415949
3734,506.0792013
3735,497.3672365
3736,488.9466535
3737,481.2987697
3738,474.7368099
3739,469.468725
3740,465.747105
3741,463.8280876
3742,463.9986759
3743,466.48009
3744,471.3897825
3745,478.5416054
3746,487.5386272
3747,497.5524055
3748,507.5653511
3749,516.4126498
3750,523.0500185
3751,526.8335296
3752,527.5880032
3753,525.5557069
3754,521.3518149
3755,515.6393955
3756,509.1082054
3757,502.3054914
3758,495.6852685
3759,489.5869148
3760,484.2160732
3761,479.7180507
3762,476.1774827
3763,473.6400747
3764,472.050909
3765,471.3458748
3766,471.4185693
3767,472.1245823
3768,473.3770827
3769,475.0558176
3770,477.1510359
3771,479.6097836
3772,482.4416558
3773,485.6913901
3774,489.3381963
3775,493.3517415
3776,497.6486043
3777,502.0200057
3778,506.1983857
3779,509.8735415
3780,512.6763573
3781,514.3247472
3782,514.5771
3783,513.3538926
3784,510.7213627
3785,506.8637718
3786,502.0433496
3787,496.584859
3788,490.7774488
3789,484.9670826
3790,479.4493691
3791,474.5631202
3792,470.6481248
3793,468.1021207
3794,467.2846497
3795,468.6006184
3796,472.2816962
3797,478.4101109
3798,486.7033727
3799,496.4546715
3800,506.5659293
3801,515.5082654
3802,521.7686465
3803,524.2334571
3804,522.52522
3805,517.0541682
3806,508.8002386
3807,498.9559284
3808,488.5625106
3809,478.385517
3810,468.8986783
3811,460.4544431
3812,453.3251029
3813,447.8151999
3814,444.386741
3815,443.5711407
3816,445.9909411
3817,452.2417518
3818,462.6955482
3819,477.3156929
3820,495.3646378
3821,515.1589229
3822,534.1349793
3823,549.2684987
3824,558.1412973
3825,559.7005657
3826,554.6356317
3827,544.7211659
3828,532.0374542
3829,518.2747902
3830,504.5872256
3831,491.5067467
3832,479.3009849
3833,468.1585526
3834,458.3289645
3835,450.2436067
3836,444.4357127
3837,441.6390936
3838,442.5416654
3839,447.684038
3840,457.2296719
3841,470.7269811
3842,486.7799721
3843,503.1542909
3844,517.049488
3845,525.9982486
3846,528.7537848
3847,525.6872441
3848,518.2755969
3849,508.4534274
3850,497.8307696
3851,487.5329337
3852,478.2196044
3853,470.1779261
3854,463.6513776
3855,458.8023013
3856,455.8772794
3857,455.1097614
3858,456.7601189
3859,460.9569955
3860,467.6364543
3861,476.4940451
3862,486.9124702
3863,497.9206634
3864,508.4778585
3865,517.5204298
3866,524.1957194
3867,528.1524258
3868,529.3904645
3869,528.2552734
3870,525.3244121
3871,521.1542548
3872,516.2771571
3873,511.1199436
3874,505.9700721
3875,501.0680255
3876,496.5012148
3877,492.3538879
3878,488.6267174
3879,485.2884579
3880,482.3109684
3881,479.6476207
3882,477.3109559
3883,475.2933009
3884,473.6653617
3885,472.5564696
3886,472.0646046
3887,472.3843101
3888,473.6262958
3889,475.9233379
3890,479.2848083
3891,483.6066656
3892,488.6658567
3893,494.0372875
3894,499.1865866
3895,503.5289057
3896,506.5350652
3897,507.797266
3898,507.2262073
3899,504.9241872
3900,501.2111651
3901,496.5270002
3902,491.3140708
3903,485.9715203
3904,480.8227552
3905,476.1726562
3906,472.3145103
3907,469.5553964
3908,468.2316432
3909,468.7168864
3910,471.3585022
3911,476.3909342
3912,483.8656951
3913,493.553255
3914,504.7560834
3915,516.3304653
3916,526.7864819
3917,534.5436883
3918,538.3595853
3919,537.679283
3920,532.7825591
3921,524.5506009
3922,514.1485835
3923,502.7024885
3924,491.0756527
3925,479.9110363
3926,469.620087
3927,460.5144946
3928,452.9538047
3929,447.3481529
3930,444.169277
3931,443.9239556
3932,447.0837638
3933,453.9730291
3934,464.5276736
3935,478.1746006
3936,493.6655254
3937,509.0837055
3938,522.2422921
3939,531.2155316
3940,535.0318972
3941,533.7911435
3942,528.5242286
3943,520.637183
3944,511.4198205
3945,501.8671716
3946,492.5983974
3947,484.0277089
3948,476.3972229
3949,469.9962405
3950,465.1681787
3951,462.2797147
3952,461.7482234
3953,463.8999723
3954,468.8432311
3955,476.4220989
3956,485.9758562
3957,496.4265251
3958,506.3250767
3959,514.1963217
3960,518.8891137
3961,519.9139676
3962,517.5306677
3963,512.4774766
3964,505.7403103
3965,498.2673748
3966,490.8399053
3967,484.0240931
3968,478.214114
3969,473.7456015
3970,470.823279
3971,469.6279045
3972,470.2105147
3973,472.5227815
3974,476.317237
3975,481.1806452
3976,486.545173
3977,491.7739238
3978,496.2644306
3979,499.5570033
3980,501.4721638
3981,502.0268503
3982,501.4482571
3983,500.1220767
3984,498.4594685
3985,496.8207989
3986,495.5511891
3987,494.9354023
3988,495.1274309
3989,496.1992245
3990,498.031996
3991,500.4277091
3992,502.985238
3993,505.250933
3994,506.7937768
3995,507.1779421
3996,506.2120284
3997,503.8535846
3998,500.2619141
3999,495.7502432
4000,490.6892936
4001,485.468821
4002,480.4942483
4003,476.1482452
4004,472.793747
4005,470.7609753
4006,470.3243388
4007,471.6914147
4008,474.8691364
4009,479.6930499
4010,485.7155489
4011,492.2011929
4012,498.2961684
4013,503.0806626
4014,505.9000247
4015,506.3898078
4016,504.6616519
4017,501.1215438
4018,496.3536525
4019,491.0165345
4020,485.6094955
4021,480.6278733
4022,476.3925177
4023,473.2027448
4024,471.3417824
4025,471.0501333
4026,472.5203722
4027,475.9181236
4028,481.2389203
4029,488.291325
4030,496.5985382
4031,505.485187
4032,514.0322565
4033,521.2631537
4034,526.3126362
4035,528.6570945
4036,528.1460734
4037,525.0106624
4038,519.7828248
4039,513.1048283
4040,505.6132349
4041,497.8598134
4042,490.3474864
4043,483.4280519
4044,477.4553792
4045,472.7220377
4046,469.4944862
4047,467.9246042
4048,468.1060493
4049,469.9992298
4050,473.3649583
4051,477.7845741
4052,482.725242
4053,487.5601678
4054,491.6786638
4055,494.6608909
4056,496.2873768
4057,496.600642
4058,495.805744
4059,494.2471682
4060,492.2903707
4061,490.3196076
4062,488.6218883
4063,487.4686336
4064,487.0595323
4065,487.4802925
4066,488.7483838
4067,490.7895573
4068,493.3886932
4069,496.2178518
4070,498.9059934
4071,501.0617238
4072,502.3157745
4073,502.457174
4074,501.4685304
4075,499.416579
4076,496.5822407
4077,493.3013144
4078,489.9204837
4079,486.8627545
4080,484.4728642
4081,483.1036875
4082,483.041911
4083,484.5039204
4084,487.5385671
4085,492.0000681
4086,497.5440775
4087,503.480963
4088,508.9927765
4089,513.1887079
4090,515.2976571
4091,514.8948917
4092,511.955034
4093,506.8719408
4094,500.211298
4095,492.6265264
4096,484.7542251
4097,477.1202603
4098,470.1482458
4099,464.296852
4100,459.9967305
4101,457.6882692
4102,457.8342459
4103,460.8102304
4104,466.8056562
4105,475.6535082
4106,486.755357
4107,498.9737757
4108,510.6867309
4109,520.1963699
4110,526.0743634
4111,527.7119147
4112,525.3302337
4113,519.8141682
4114,512.2772758
4115,503.7491383
4116,495.0417035
4117,486.6876293
4118,479.0548021
4119,472.4107994
4120,467.0718358
4121,463.3734802
4122,461.7139728
4123,462.4148069
4124,465.7527225
4125,471.7474066
4126,480.1142984
4127,490.132877
4128,500.6771261
4129,510.3210585
4130,517.7303894
4131,521.854629
4132,522.3624337
4133,519.5294621
4134,514.1394035
4135,507.1517806
4136,499.4395012
4137,491.743933
4138,484.5567836
4139,478.273318
4140,473.1198523
4141,469.3233082
4142,467.0257672
4143,466.3533256
4144,467.3913386
4145,470.1001381
4146,474.3744062
4147,479.9305305
4148,486.3967382
4149,493.2570311
4150,499.960415
4151,505.9732272
4152,510.8547598
4153,514.288096
4154,516.1491424
4155,516.4903178
4156,515.4403114
4157,513.2727452
4158,510.2060647
4159,506.5448269
4160,502.4838596
4161,498.2246847
4162,493.9553291
4163,489.7856651
4164,485.8236979
4165,482.1781711
4166,478.9144003
4167,476.1098973
4168,473.8797374
4169,472.286354
4170,471.4357535
4171,471.4442763
4172,472.3769097
4173,474.3205632
4174,477.3085521
4175,481.3146387
4176,486.2325227
4177,491.8041794
4178,497.704932
4179,503.4435238
4180,508.5243085
4181,512.3854798
4182,514.5867934
4183,514.8994459
4184,513.2584742
4185,509.8627496
4186,505.0319349
4187,499.2001035
4188,492.8085006
4189,486.2515948
4190,479.8732635
4191,474.0377759
4192,469.0580452
4193,465.3000577
4194,463.13175
4195,462.9913441
4196,465.26013
4197,470.2620463
4198,478.0667987
4199,488.4433628
4200,500.6799777
4201,513.5649604
4202,525.3972444
4203,534.4141169
4204,539.2656233
4205,539.3251728
4206,534.9081236
4207,527.0316258
4208,516.9232841
4209,505.7340347
4210,494.291389
4211,483.1953549
4212,472.785746
4213,463.3615198
4214,455.2826097
4215,448.9759194
4216,444.9952426
4217,443.9289662
4218,446.3419939
4219,452.6542805
4220,462.8740782
4221,476.3825538
4222,491.8149453
4223,507.0516601
4224,519.6336593
4225,527.540007
4226,529.8292123
4227,526.9404461
4228,520.197466
4229,511.2787805
4230,501.5929788
4231,492.0920929
4232,483.339111
4233,475.6274931
4234,469.1761399
4235,464.1594153
4236,460.8578744
4237,459.5635447
4238,460.6168092
4239,464.2706103
4240,470.6073128
4241,479.4041593
4242,490.0902111
4243,501.6791771
4244,512.8891144
4245,522.3384539
4246,528.910802
4247,531.9465569
4248,531.4186824
4249,527.8167429
4250,521.9254196
4251,514.609301
4252,506.6435068
4253,498.6366253
4254,491.0316725
4255,484.1247174
4256,478.1711639
4257,473.3241746
4258,469.6807826
4259,467.3450128
4260,466.3540083
4261,466.6994336
4262,468.2722327
4263,470.9907661
4264,474.6411895
4265,479.0149777
4266,483.840056
4267,488.8445478
4268,493.7553223
4269,498.2866718
4270,502.2011388
4271,505.3122872
4272,507.4700186
4273,508.5494204
4274,508.5492311
4275,507.4639367
4276,505.3951244
4277,502.4945469
4278,498.940956
4279,494.9467659
4280,490.7169436
4281,486.4669924
4282,482.4188236
4283,478.8006905
4284,475.8079049
4285,473.6591256
4286,472.5865351
4287,472.7692735
4288,474.3881012
4289,477.5567013
4290,482.2497721
4291,488.3257009
4292,495.4337501
4293,502.9962495
4294,510.3024422
4295,516.5447788
4296,520.9669568
4297,523.031717
4298,522.5007785
4299,519.5075403
4300,514.4407874
4301,507.8540768
4302,500.3331219
4303,492.4264399
4304,484.5625139
4305,477.1427589
4306,470.4703564
4307,464.8974494
4308,460.7502334
4309,458.3875061
4310,458.1387536
4311,460.3331454
4312,465.1052972
4313,472.4115976
4314,481.8652563
4315,492.7034869
4316,503.7678765
4317,513.6975297
4318,521.2273149
4319,525.4363369
4320,526.0418676
4321,523.3841894
4322,518.1842326
4323,511.3122372
4324,503.6016154
4325,495.667349
4326,487.9851921
4327,480.8962709
4328,474.6864871
4329,469.6580134
4330,466.138023
4331,464.4935619
4332,465.0353333
4333,467.996461
4334,473.3776298
4335,480.8637322
4336,489.8059136
4337,499.1073558
4338,507.4962437
4339,513.7206917
4340,516.8971121
4341,516.7329346
4342,513.5669969
4343,508.1260884
4344,501.3121773
4345,493.9652892
4346,486.7642534
4347,480.2305118
4348,474.7181322
4349,470.5434031
4350,467.9100496
4351,467.0378953
4352,468.0582161
4353,470.9945762
4354,475.6857743
4355,481.827977
4356,488.8970207
4357,496.2152476
4358,503.0179565
4359,508.6540018
4360,512.6069921
4361,514.6774305
4362,514.8947571
4363,513.566098
4364,511.0275975
4365,507.7527396
4366,504.1181796
4367,500.4719546
4368,497.0891943
4369,494.1910093
4370,491.8813736
4371,490.2260509
4372,489.2136142
4373,488.7425884
4374,488.655008
4375,488.789547
4376,488.9172825
4377,488.903806
4378,488.6090904
4379,488.0344501
4380,487.1914829
4381,486.1900203
4382,485.1496191
4383,484.2574059
4384,483.6628112
4385,483.456164
4386,483.7479096
4387,484.5425063
4388,485.7771205
4389,487.3571931
4390,489.1164464
4391,490.8386645
4392,492.3215104
4393,493.4097949
4394,493.9600736
4395,493.9709324
4396,493.4572724
4397,492.5337765
4398,491.3676068
4399,490.1524977
4400,489.0542344
4401,488.2820463
4402,487.9570103
4403,488.2191588
4404,489.147447
4405,490.7514661
4406,493.0091136
4407,495.7783396
4408,498.8789704
4409,502.0570165
4410,505.0685996
4411,507.581245
4412,509.3805474
4413,510.2641235
4414,510.165402
4415,509.0583271
4416,507.0671716
4417,504.3233246
4418,501.033668
4419,497.4308993
4420,493.7305993
4421,490.1669162
4422,486.8926454
4423,484.1182684
4424,481.9421177
4425,480.4510836
4426,479.6917068
4427,479.619042
4428,480.1287949
4429,481.0820826
4430,482.2915768
4431,483.5645572
4432,484.7013107
4433,485.5579811
4434,486.0955026
4435,486.2788799
4436,486.1941998
4437,485.95691
4438,485.7011775
4439,485.5955233
4440,485.7728633
4441,486.4007233
4442,487.5509857
4443,489.3034105
4444,491.6489442
4445,494.5400116
4446,497.851388
4447,501.3558945
4448,504.7683288
4449,507.7875474
4450,510.0861898
4451,511.3760423
4452,511.4863068
4453,510.3452571
4454,508.0187369
4455,504.6809854
4456,500.6139056
4457,496.115153
4458,491.5137095
4459,487.1548159
4460,483.3522083
4461,480.4201877
4462,478.614161
4463,478.1497781
4464,479.1153616
4465,481.4837195
4466,485.0758286
4467,489.4621696
4468,494.1146076
4469,498.3522334
4470,501.5245462
4471,503.1897237
4472,503.1040692
4473,501.3221624
4474,498.1345799
4475,493.9719331
4476,489.2902271
4477,484.5163192
4478,480.0481564
4479,476.2139553
4480,473.3282572
4481,471.6794012
4482,471.5105954
4483,473.042962
4484,476.3654005
4485,481.4453461
4486,488.0268334
4487,495.5833195
4488,503.4021578
4489,510.6024744
4490,516.322104
4491,519.8658856
4492,520.9081443
4493,519.4996119
4494,515.9549473
4495,510.856739
4496,504.7655374
4497,498.2150972
4498,491.6723935
4499,485.5121436
4500,480.0046997
4501,475.4507385
4502,472.041584
4503,469.9703183
4504,469.3791858
4505,470.3314152
4506,472.7860545
4507,476.5635783
4508,481.3538663
4509,486.7139859
4510,492.1249757
4511,497.0564249
4512,501.0624922
4513,503.7909957
4514,505.1278514
4515,505.1033404
4516,503.8775515
4517,501.7531244
4518,498.9830339
4519,495.9017693
4520,492.7256976
4521,489.6657706
4522,486.8808827
4523,484.5353998
4524,482.7264394
4525,481.5358368
4526,481.0688894
4527,481.4079331
4528,482.6022033
4529,484.705495
4530,487.6951014
4531,491.5373242
4532,496.0715157
4533,501.0481738
4534,506.1545893
4535,510.9689964
4536,514.9853386
4537,517.7932886
4538,519.0001145
4539,518.3942311
4540,515.9265655
4541,511.739432
4542,506.1780843
4543,499.575422
4544,492.3828953
4545,485.0093583
4546,477.806572
4547,471.1392807
4548,465.283655
4549,460.553309
4550,457.2223629
4551,455.541873
4552,455.7664387
4553,458.0167777
4554,462.3783952
4555,468.7219449
4556,476.7519454
4557,485.9052005
4558,495.4423183
4559,504.4856531
4560,512.1597787
4561,517.8263482
4562,521.0632281
4563,521.8771899
4564,520.4935214
4565,517.3547181
4566,512.9770539
4567,507.8171939
4568,502.2577034
4569,496.6428932
4570,491.2184685
4571,486.1992516
4572,481.8675471
4573,478.4382697
4574,476.2404454
4575,475.5415846
4576,476.6159938
4577,479.6377444
4578,484.6012774
4579,491.2507054
4580,499.0704139
4581,507.2063816
4582,514.5385871
4583,519.9419858
4584,522.5329098
4585,521.8220164
4586,517.9282052
4587,511.4091198
4588,503.0887558
4589,493.8318659
4590,484.3681258
4591,475.2844336
4592,466.9783958
4593,459.7801669
4594,453.967806
4595,449.8256546
4596,447.706414
4597,447.9151093
4598,450.7460726
4599,456.3862581
4600,464.7766988
4601,475.549036
4602,487.9961931
4603,500.9724738
4604,513.0793344
4605,522.9834489
4606,529.6418765
4607,532.6019722
4608,532.067909
4609,528.6388176
4610,523.1385498
4611,516.4293035
4612,509.1403529
4613,501.7918459
4614,494.7315975
4615,488.2043079
4616,482.444225
4617,477.6400952
4618,474.0226186
4619,471.7968546
4620,471.172232
4621,472.2624426
4622,475.1014959
4623,479.5736024
4624,485.3452981
4625,491.9621293
4626,498.7552923
4627,504.9700902
4628,509.9061063
4629,512.9621036
4630,513.8365534
4631,512.498204
4632,509.1888712
4633,504.3362791
4634,498.4222007
4635,491.9768031
4636,485.4046234
4637,479.0770449
4638,473.2778419
4639,468.2463144
4640,464.1704748
4641,461.2587591
4642,459.734608
4643,459.7961979
4644,461.6569308
4645,465.4915874
4646,471.3615459
4647,479.1934966
4648,488.6756546
4649,499.2735008
4650,510.1165011
4651,520.2005759
4652,528.4291364
4653,533.8930396
4654,536.1156642
4655,534.9889549
4656,530.9344482
4657,524.5588561
4658,516.6257029
4659,507.7827159
4660,498.6238559
4661,489.5615899
4662,480.9458195
4663,473.125036
4664,466.3701104
4665,461.0649024
4666,457.5730098
4667,456.2270777
4668,457.3388261
4669,461.012677
4670,467.1589072
4671,475.3710636
4672,484.8517929
4673,494.5424696
4674,503.176006
4675,509.6702364
4676,513.3261995
4677,513.9622758
4678,511.9530566
4679,507.9701393
4680,502.7724899
4681,497.0774383
4682,491.3715847
4683,486.0838704
4684,481.4331443
4685,477.6141381
4686,474.8172859
4687,473.1802462
4688,472.907943
4689,474.1179175
4690,476.9774117
4691,481.4607442
4692,487.4753964
4693,494.7504458
4694,502.763294
4695,510.8392982
4696,518.1656612
4697,523.9283523
4698,527.4630088
4699,528.3598015
4700,526.5676672
4701,522.347283
4702,516.1625461
4703,508.6009212
4704,500.2661873
4705,491.6986025
4706,483.3238675
4707,475.5146851
4708,468.5641306
4709,462.7817473
4710,458.3814049
4711,455.6105347
4712,454.6739646
4713,455.6780479
4714,458.6824093
4715,463.5714595
4716,470.0520436
4717,477.7001543
4718,485.857622
4719,493.8371809
4720,500.9501099
4721,506.6298909
4722,510.5643356
4723,512.6588789
4724,513.072562
4725,512.0969624
4726,510.1020297
4727,507.4169542
4728,504.3791971
4729,501.2299986
4730,498.2047521
4731,495.4370497
4732,493.0798075
4733,491.2381354
4734,489.9980234
4735,489.4349241
4736,489.5916084
4737,490.4720216
4738,492.0476786
4739,494.2304638
4740,496.8610178
4741,499.740564
4742,502.6064378
4743,505.1997978
4744,507.1814669
4745,508.3135229
4746,508.3593656
4747,507.1986634
4748,504.8158193
4749,501.2709807
4750,496.7838297
4751,491.5837437
4752,485.9668771
4753,480.2531602
4754,474.7216226
4755,469.6553752
4756,465.3462893
4757,462.0093925
4758,459.8879819
4759,459.2116944
4760,460.1379263
4761,462.8178378
4762,467.2330157
4763,473.3050943
4764,480.7177614
4765,489.0102016
4766,497.5454181
4767,505.5812425
4768,512.4239962
4769,517.5126409
4770,520.5482858
4771,521.4928572
4772,520.5771208
4773,518.1390277
4774,514.6257804
4775,510.413267
4776,505.8984763
4777,501.3836263
4778,497.1477244
4779,493.4263267
4780,490.4513756
4781,488.4098636
4782,487.4277906
4783,487.5661474
4784,488.7232238
4785,490.7179372
4786,493.1739641
4787,495.6284249
4788,497.5951086
4789,498.6644343
4790,498.5133469
4791,497.0718885
4792,494.4800534
4793,490.9986905
4794,487.0294334
4795,482.9710161
4796,479.214993
4797,476.0829429
4798,473.8158684
4799,472.5861845
4800,472.4992998
4801,473.5742496
4802,475.7211186
4803,478.7703722
4804,482.515661
4805,486.6144412
4806,490.7869819
4807,494.7185158
4808,498.1575461
4809,500.9291644
4810,502.957963
4811,504.2655453
4812,504.9168998
4813,505.0479377
4814,504.7753452
4815,504.2799908
4816,503.7019557
4817,503.146301
4818,502.6715727
