Age (ka),Insolation (W/m^2)
1674,476.7415283
1675,476.2894202
1676,477.0337596
1677,478.7272857
1678,481.0284887
1679,483.5188516
1680,485.805836
1681,487.5511229
1682,488.5817949
1683,488.8601062
1684,488.5363072
1685,487.8387392
1686,487.0601695
1687,486.5466044
1688,486.5862181
1689,487.47788
1690,489.4397122
1691,492.5648362
1692,496.8419406
1693,502.0451863
1694,507.6993779
1695,513.1481887
1696,517.6160771
1697,520.360523
1698,520.8222148
1699,518.8014053
1700,514.4224615
1701,508.1375027
1702,500.5474269
1703,492.2454043
1704,483.8074038
1705,475.7466809
1706,468.4770065
1707,462.4842566
1708,458.2015424
1709,456.1147646
1710,456.7153476
1711,460.3398992
1712,467.1729682
1713,476.9564558
1714,488.9486811
1715,501.7905176
1716,513.6970949
1717,522.7730309
1718,527.6448655
1719,527.8400187
1720,523.8357417
1721,516.7445266
1722,507.8677982
1723,498.2709535
1724,488.7241753
1725,479.7181627
1726,471.5499826
1727,464.4704362
1728,458.825413
1729,455.0463733
1730,453.6521094
1731,455.2477954
1732,460.34028
1733,469.20618
1734,481.7092019
1735,496.9977924
1736,513.4218436
1737,528.653909
1738,540.1222579
1739,545.9211347
1740,545.3917566
1741,539.2595503
1742,529.1379243
1743,516.8229956
1744,503.7944891
1745,491.0167888
1746,479.0576779
1747,468.2035374
1748,458.7369183
1749,450.9092946
1750,445.1577287
1751,441.9616869
1752,441.8695627
1753,445.3117859
1754,452.5442544
1755,463.3513941
1756,476.9864153
1757,491.9555109
1758,506.2934191
1759,517.9150886
1760,525.2689104
1761,527.7845709
1762,525.9074516
1763,520.777249
1764,513.7499558
1765,505.9406821
1766,498.2010599
1767,491.0469023
1768,484.8233243
1769,479.7424272
1770,475.965715
1771,473.6621589
1772,472.9685937
1773,473.9484835
1774,476.5997189
1775,480.7393556
1776,486.0358374
1777,492.0227267
1778,498.1079772
1779,503.7448281
1780,508.4146919
1781,511.7770404
1782,513.7311981
1783,514.2877972
1784,513.6347922
1785,512.0269272
1786,509.7379304
1787,506.9496316
1788,503.8476978
1789,500.5112411
1790,496.9636502
1791,493.201972
1792,489.1907082
1793,484.9568218
1794,480.5181625
1795,475.9699628
1796,471.4988092
1797,467.2594163
1798,463.5222908
1799,460.5754408
1800,458.7394575
1801,458.3351341
1802,459.7094846
1803,463.1937568
1804,468.9825416
1805,477.0845047
1806,487.2443931
1807,498.7650431
1808,510.548509
1809,521.2004878
1810,529.2902117
1811,533.7352523
1812,534.1317734
1813,530.748139
1814,524.4300785
1815,516.1583993
1816,506.9081089
1817,497.3862113
1818,488.0457115
1819,479.2470935
1820,471.2783269
1821,464.5154665
1822,459.3749443
1823,456.4504947
1824,456.3739531
1825,459.7299644
1826,466.9000938
1827,477.9388536
1828,492.1535314
1829,508.0864936
1830,523.3983699
1831,535.3898191
1832,541.8420346
1833,541.740553
1834,535.6605414
1835,525.2354192
1836,512.4109954
1837,498.8451275
1838,485.6504238
1839,473.4144283
1840,462.4471557
1841,452.9522733
1842,445.1711452
1843,439.4914147
1844,436.4099892
1845,436.4865957
1846,440.3183934
1847,448.2506054
1848,460.3239038
1849,475.9387524
1850,493.7048388
1851,511.5238037
1852,526.8569077
1853,537.5083292
1854,542.2974647
1855,541.3765744
1856,535.9485994
1857,527.6299216
1858,517.8568107
1859,507.7562882
1860,497.9581955
1861,488.8745347
1862,480.7236226
1863,473.7237892
1864,468.1168576
1865,464.2257895
1866,462.4195762
1867,462.9744955
1868,466.0865765
1869,471.7016962
1870,479.4620925
1871,488.6290783
1872,498.125905
1873,506.7176279
1874,513.2491303
1875,516.9226673
1876,517.5111331
1877,515.3034352
1878,510.9428107
1879,505.2366806
1880,498.9202203
1881,492.6208858
1882,486.7967391
1883,481.7818267
1884,477.7748588
1885,474.9325535
1886,473.3145761
1887,472.8939643
1888,473.5873708
1889,475.238862
1890,477.6003282
1891,480.4418652
1892,483.499563
1893,486.5653846
1894,489.4496204
1895,492.1250215
1896,494.5935618
1897,496.9268604
1898,499.224399
1899,501.5680493
1900,504.0004865
1901,506.4967633
1902,508.9373266
1903,511.1039034
1904,512.6947576
1905,513.3824509
1906,512.8865685
1907,511.0100094
1908,507.7410558
1909,503.1798248
1910,497.5867847
1911,491.3093413
1912,484.7085112
1913,478.1979095
1914,472.1392149
1915,466.9345904
1916,462.9957458
1917,460.7172476
1918,460.5118955
1919,462.7138117
1920,467.5134661
1921,474.8108541
1922,484.1376868
1923,494.5744046
1924,504.7878314
1925,513.2809939
1926,518.7913936
1927,520.5975259
1928,518.766272
1929,513.9797139
1930,507.226191
1931,499.497224
1932,491.5824171
1933,484.0288143
1934,477.2493793
1935,471.5553097
1936,467.2518586
1937,464.7132415
1938,464.302741
1939,466.4260837
1940,471.3499129
1941,479.1044128
1942,489.3442016
1943,501.258802
1944,513.5052874
1945,524.4615546
1946,532.501289
1947,536.4977241
1948,536.0896173
1949,531.7014023
1950,524.2805649
1951,514.934198
1952,504.7134344
1953,494.3997248
1954,484.5745443
1955,475.6649033
1956,468.0504912
1957,462.032588
1958,457.9757114
1959,456.153725
1960,456.7337456
1961,459.7648848
1962,465.0041586
1963,471.9271013
1964,479.7354824
1965,487.4436195
1966,494.1042462
1967,498.9441491
1968,501.6519825
1969,502.248833
1970,501.1346963
1971,498.8624379
1972,495.9815697
1973,493.0292743
1974,490.3712459
1975,488.3551096
1976,487.1940502
1977,487.0608745
1978,488.0359964
1979,490.1350217
1980,493.2274585
1981,497.0976455
1982,501.3453639
1983,505.5400287
1984,509.1756505
1985,511.8004753
1986,513.0702027
1987,512.8642577
1988,511.2181603
1989,508.3573352
1990,504.5802491
1991,500.2916425
1992,495.8503554
1993,491.6647019
1994,488.0258167
1995,485.2711606
1996,483.5896636
1997,483.1253258
1998,483.8813776
1999,485.703946
2000,488.2707986
2001,491.0912931
2002,493.6111905
2003,495.272128
2004,495.6716744
2005,494.600383
2006,492.1184732
2007,488.5070089
2008,484.1514606
2009,479.5019787
2010,475.0233345
2011,471.0818441
2012,468.0736756
2013,466.3065799
2014,466.1208815
2015,467.7326336
2016,471.3310926
2017,476.9265166
2018,484.2789122
2019,492.9514101
2020,502.1359071
2021,510.9047321
2022,518.2476468
2023,523.3048916
2024,525.6408074
2025,525.223291
2026,522.4118774
2027,517.7472558
2028,511.9121948
2029,505.4672625
2030,498.9238007
2031,492.685251
2032,487.1092668
2033,482.5159033
2034,479.2057994
2035,477.4272473
2036,477.3562855
2037,479.001044
2038,482.2185864
2039,486.5871908
2040,491.4731592
2041,496.105488
2042,499.6831278
2043,501.6451345
2044,501.6767756
2045,499.8698352
2046,496.5839286
2047,492.3565173
2048,487.7389017
2049,483.3007665
2050,479.4619735
2051,476.5590617
2052,474.8518255
2053,474.4779304
2054,475.481472
2055,477.7722592
2056,481.1338816
2057,485.2314203
2058,489.637689
2059,493.857634
2060,497.5054491
2061,500.2359282
2062,501.9098483
2063,502.5465374
2064,502.2689361
2065,501.355842
2066,500.096677
2067,498.819032
2068,497.8098238
2069,497.3360283
2070,497.568476
2071,498.5955807
2072,500.3449302
2073,502.5866098
2074,504.9350473
2075,506.884573
2076,507.8699133
2077,507.4319045
2078,505.3237159
2079,501.5420958
2080,496.3176276
2081,490.0888796
2082,483.3159295
2083,476.5340232
2084,470.2066512
2085,464.7538102
2086,460.5593254
2087,458.0441132
2088,457.5612569
2089,459.4588631
2090,463.9321044
2091,471.0141404
2092,480.4341351
2093,491.492501
2094,503.0935723
2095,513.8385802
2096,522.3558203
2097,527.5478311
2098,528.9956012
2099,526.8821958
2100,521.9537835
2101,515.1097979
2102,507.2082092
2103,498.9818713
2104,490.8806888
2105,483.3050292
2106,476.5244764
2107,470.8948179
2108,466.7577267
2109,464.577916
2110,464.7948555
2111,467.7684892
2112,473.7218017
2113,482.5194623
2114,493.5494253
2115,505.7110619
2116,517.3103328
2117,526.5566125
2118,531.8467885
2119,532.3649726
2120,528.2865597
2121,520.4978657
2122,510.2833907
2123,498.9104127
2124,487.361098
2125,476.3051499
2126,466.2049029
2127,457.3766503
2128,450.1395668
2129,444.8466068
2130,441.8790885
2131,441.6940833
2132,444.6499514
2133,450.941685
2134,460.4883826
2135,472.7777042
2136,486.8016003
2137,501.0709303
2138,513.9079085
2139,523.8826664
2140,530.0439041
2141,532.291133
2142,531.1441772
2143,527.488706
2144,522.2746447
2145,516.3085495
2146,510.1252459
2147,504.1338685
2148,498.6028374
2149,493.6898359
2150,489.5540787
2151,486.3584761
2152,484.22202
2153,483.2475262
2154,483.4379712
2155,484.7236564
2156,486.907388
2157,489.6979053
2158,492.715728
2159,495.5833771
2160,497.9120425
2161,499.438404
2162,500.0327541
2163,499.644846
2164,498.403158
2165,496.4416639
2166,493.9484262
2167,491.1146253
2168,488.100055
2169,485.0092691
2170,481.926852
2171,478.9187919
2172,476.0444763
2173,473.3432797
2174,470.9206293
2175,468.8419745
2176,467.2261984
2177,466.2195571
2178,466.0056992
2179,466.768253
2180,468.7611991
2181,472.2239195
2182,477.3489694
2183,484.279273
2184,492.9603435
2185,503.1199926
2186,514.1325417
2187,525.0190273
2188,534.5523807
2189,541.4734833
2190,544.7937016
2191,544.1140919
2192,539.589752
2193,531.9414903
2194,522.1531126
2195,511.1424125
2196,499.7062477
2197,488.3978383
2198,477.6722729
2199,467.830504
2200,459.2565273
2201,452.3942332
2202,447.8061162
2203,446.0472145
2204,447.7327962
2205,453.2841333
2206,462.7876666
2207,475.7869539
2208,491.0455839
2209,506.5248661
2210,519.6964581
2211,528.2997437
2212,531.0411097
2213,528.0874563
2214,520.7225063
2215,510.6952188
2216,499.6263353
2217,488.6362315
2218,478.3862192
2219,469.1998209
2220,461.2739521
2221,454.8245028
2222,450.1366856
2223,447.5853646
2224,447.687156
2225,450.9412369
2226,457.7492771
2227,468.2271482
2228,482.0798931
2229,498.3694866
2230,515.4604746
2231,531.2128419
2232,543.4287979
2233,550.4503686
2234,551.7118872
2235,547.705392
2236,539.6922991
2237,529.1655161
2238,517.4222047
2239,505.3796581
2240,493.6501351
2241,482.5916045
2242,472.49817
2243,463.6319192
2244,456.3151
2245,450.9080052
2246,447.8194097
2247,447.4277202
2248,449.9557575
2249,455.4531264
2250,463.6195856
2251,473.7518595
2252,484.773975
2253,495.3665511
2254,504.2402105
2255,510.4169231
2256,513.528708
2257,513.7997051
2258,511.8262625
2259,508.3759773
2260,504.1756016
2261,499.8207272
2262,495.6793497
2263,492.0478977
2264,489.0727218
2265,486.843012
2266,485.4318867
2267,484.8888
2268,485.2246187
2269,486.4085329
2270,488.3995617
2271,491.0557906
2272,494.2050044
2273,497.6168897
2274,501.0591546
2275,504.2435729
2276,506.9817656
2277,509.0388035
2278,510.2727989
2279,510.5810964
2280,509.9375725
2281,508.2896327
2282,505.7049126
2283,502.22283
2284,497.9578947
2285,493.0859616
2286,487.7399725
2287,482.1460178
2288,476.5394005
2289,471.1447808
2290,466.2018952
2291,461.9292089
2292,458.5588747
2293,456.3264038
2294,455.5026597
2295,456.3115517
2296,459.015722
2297,463.7855994
2298,470.726165
2299,479.7178506
2300,490.3715664
2301,502.0028077
2302,513.6222743
2303,523.9944843
2304,531.9444482
2305,536.6339047
2306,537.7386102
2307,535.439281
2308,530.3878311
2309,523.4041162
2310,515.2610722
2311,506.6238606
2312,497.9831377
2313,489.7353862
2314,482.1766846
2315,475.6658791
2316,470.5936363
2317,467.3905398
2318,466.4975862
2319,468.2602718
2320,472.8205897
2321,480.0411732
2322,489.2925001
2323,499.452056
2324,509.0303908
2325,516.3619039
2326,520.1609138
2327,519.8404871
2328,515.6090841
2329,508.3578862
2330,499.2448972
2331,489.3513882
2332,479.5593507
2333,470.4573874
2334,462.5215893
2335,456.0442317
2336,451.3466025
2337,448.7098216
2338,448.4612116
2339,450.8348467
2340,455.9632728
2341,463.7316354
2342,473.7798582
2343,485.398248
2344,497.5467539
2345,509.0227026
2346,518.725119
2347,525.7740316
2348,529.8172659
2349,530.9184558
2350,529.5214097
2351,526.2485511
2352,521.6998573
2353,516.4257048
2354,510.8491401
2355,505.2790992
2356,500.0066656
2357,495.2500161
2358,491.1942266
2359,488.04753
2360,485.9075947
2361,484.8680216
2362,484.8822388
2363,485.8482286
2364,487.4822851
2365,489.4313454
2366,491.2782524
2367,492.6319386
2368,493.1387651
2369,492.6313335
2370,491.1410547
2371,488.8207579
2372,485.9323613
2373,482.812057
2374,479.8331014
2375,477.2481143
2376,475.3398842
2377,474.2718067
2378,474.1716982
2379,475.0762717
2380,476.944409
2381,479.6850382
2382,483.1280132
2383,487.0598424
2384,491.1967114
2385,495.2654621
2386,499.0071324
2387,502.2170648
2388,504.7153266
2389,506.476655
2390,507.4887655
2391,507.827087
2392,507.6036634
2393,506.9764809
2394,506.082387
2395,505.0713561
2396,504.0190799
2397,503.0215408
2398,502.0835912
2399,501.1525745
2400,500.1769542
2401,499.0204843
2402,497.5762502
2403,495.7412183
2404,493.4625454
2405,490.7760326
2406,487.7738245
2407,484.5835605
2408,481.4345712
2409,478.522964
2410,476.0890036
2411,474.3310249
2412,473.4409867
2413,473.5210601
2414,474.6596869
2415,476.8034999
2416,479.854995
2417,483.5700636
2418,487.6513712
2419,491.7218735
2420,495.4324706
2421,498.4404365
2422,500.5764908
2423,501.7350822
2424,501.9864293
2425,501.4889759
2426,500.4638007
2427,499.1612422
2428,497.8420885
2429,496.7674649
2430,496.0881115
2431,495.9950166
2432,496.5747969
2433,497.8335472
2434,499.6742141
2435,501.907834
2436,504.240913
2437,506.3230178
2438,507.7329265
2439,508.1790169
2440,507.4239612
2441,505.3924952
2442,502.1805193
2443,497.9950756
2444,493.1813686
2445,488.0741989
2446,483.0489322
2447,478.4636438
2448,474.6589703
2449,471.9111283
2450,470.4307896
2451,470.3367503
2452,471.6293867
2453,474.1473161
2454,477.6130303
2455,481.5405296
2456,485.4462854
2457,488.8159847
2458,491.263807
2459,492.6200896
2460,492.8893132
2461,492.2672302
2462,491.0211384
2463,489.5102849
2464,488.0392142
2465,486.89781
2466,486.3027302
2467,486.5060975
2468,487.6502786
2469,489.8620743
2470,493.2331859
2471,497.6983394
2472,503.10604
2473,509.1558913
2474,515.3479853
2475,521.097136
2476,525.7391737
2477,528.6967502
2478,529.5340991
2479,528.0746074
2480,524.4019645
2481,518.7792139
2482,511.6718954
2483,503.566107
2484,494.995614
2485,486.4174766
2486,478.2336106
2487,470.8147767
2488,464.5158894
2489,459.6600516
2490,456.5114018
2491,455.3223877
2492,456.2092578
2493,459.215662
2494,464.1645633
2495,470.6914091
2496,478.1994887
2497,485.9379202
2498,493.11647
2499,499.0230491
2500,503.185414
2501,505.4087487
2502,505.8032182
2503,504.6719884
2504,502.4167354
2505,499.4787624
2506,496.2091869
2507,492.9401911
2508,489.8943393
2509,487.3136626
2510,485.3908819
2511,484.3476473
2512,484.3357206
2513,485.5373525
2514,488.0416193
2515,491.8267941
2516,496.7359574
2517,502.4240821
2518,508.3905892
2519,513.9811311
2520,518.5379023
2521,521.4544023
2522,522.3267915
2523,521.0093469
2524,517.668271
2525,512.6293442
2526,506.3891198
2527,499.4214574
2528,492.2070167
2529,485.1381553
2530,478.5258883
2531,472.6700144
2532,467.772322
2533,464.0077665
2534,461.535058
2535,460.4957641
2536,460.9266572
2537,462.8715988
2538,466.2588861
2539,470.9311991
2540,476.6599819
2541,483.0782892
2542,489.8219803
2543,496.4300707
2544,502.4515911
2545,507.5089174
2546,511.3089868
2547,513.6873898
2548,514.6123181
2549,514.1145942
2550,512.4161579
2551,509.6933188
2552,506.2173899
2553,502.2131086
2554,497.8844909
2555,493.4689348
2556,489.1755223
2557,485.1963883
2558,481.7708297
2559,479.1543514
2560,477.6045004
2561,477.3719256
2562,478.6842435
2563,481.6708812
2564,486.2821006
2565,492.2147479
2566,498.9557271
2567,505.6591817
2568,511.3500758
2569,515.0450623
2570,516.0480259
2571,514.1046866
2572,509.4618617
2573,502.7149476
2574,494.6753144
2575,486.1146909
2576,477.7040549
2577,469.930138
2578,463.1742031
2579,457.7318015
2580,453.8777874
2581,451.9427812
2582,452.2268629
2583,455.0377422
2584,460.5928455
2585,468.9211256
2586,479.8176825
2587,492.6712015
2588,506.4707636
2589,519.8686303
2590,531.3657524
2591,539.7060524
2592,544.0846168
2593,544.3686392
2594,540.9971413
2595,534.8119776
2596,526.6833895
2597,517.4419475
2598,507.7435772
2599,498.0381302
2600,488.6748942
2601,479.9642952
2602,472.1534236
2603,465.5742634
2604,460.5552853
2605,457.41632
2606,456.4669903
2607,457.8933257
2608,461.751311
2609,467.8520638
2610,475.6925665
2611,484.4749819
2612,493.1900288
2613,500.71298
2614,506.126566
2615,508.8805076
2616,508.8726105
2617,506.4843639
2618,502.3203225
2619,497.0786407
2620,491.4061598
2621,485.752931
2622,480.5056407
2623,475.8939335
2624,472.1076559
2625,469.320077
2626,467.7542793
2627,467.5897504
2628,469.0683381
2629,472.3870785
2630,477.6258854
2631,484.7835218
2632,493.6205449
2633,503.6222856
2634,514.0384907
2635,523.8440382
2636,532.0213366
2637,537.5927936
2638,539.9850836
2639,539.0531333
2640,535.0584518
2641,528.6252488
2642,520.440354
2643,511.2313829
2644,501.5876354
2645,491.9813034
2646,482.7972416
2647,474.3113756
2648,466.8104922
2649,460.5657234
2650,455.859806
2651,452.9646392
2652,452.1228816
2653,453.5397095
2654,457.2483517
2655,463.124701
2656,470.807735
2657,479.6513765
2658,488.8134161
2659,497.3170615
2660,504.2647101
2661,508.9928659
2662,511.2005694
2663,510.9958892
2664,508.7754054
2665,505.1216649
2666,500.6017005
2667,495.7047141
2668,490.8027163
2669,486.1838351
2670,482.0675413
2671,478.6386835
2672,476.0640546
2673,474.5716559
2674,474.3963341
2675,475.7752973
2676,478.9037414
2677,483.9089006
2678,490.7073
2679,499.0110388
2680,508.2293889
2681,517.459525
2682,525.6287539
2683,531.6046219
2684,534.5328903
2685,533.9613312
2686,530.013759
2687,523.1999549
2688,514.353594
2689,504.351417
2690,493.9256806
2691,483.7339127
2692,474.192398
2693,465.7004385
2694,458.5578454
2695,453.1072123
2696,449.6545385
2697,448.507235
2698,449.916639
2699,453.9909054
2700,460.6419463
2701,469.4988102
2702,479.9043542
2703,490.8521743
2704,501.2299248
2705,509.9575895
2706,516.2258077
2707,519.7044553
2708,520.4770141
2709,518.9598376
2710,515.7789043
2711,511.5151549
2712,506.6717758
2713,501.6856561
2714,496.8283155
2715,492.3488337
2716,488.401378
2717,485.1592081
2718,482.7398287
2719,481.2804342
2720,480.8248612
2721,481.4293753
2722,483.0436442
2723,485.5339118
2724,488.7117133
2725,492.3132592
2726,495.9774449
2727,499.3704524
2728,502.1435164
2729,504.0147726
2730,504.7850546
2731,504.3834437
2732,502.8221272
2733,500.2562037
2734,496.8840592
2735,492.9661268
2736,488.7544693
2737,484.4978694
2738,480.4284733
2739,476.7699886
2740,473.6896753
2741,471.3829472
2742,469.9882893
2743,469.6842551
2744,470.5558058
2745,472.7335938
2746,476.2502901
2747,481.0487858
2748,486.9637888
2749,493.7413738
2750,500.8995614
2751,507.9330561
2752,514.2383577
2753,519.2325871
2754,522.4941059
2755,523.78485
2756,523.0844766
2757,520.5624111
2758,516.5605726
2759,511.4652693
2760,505.6681226
2761,499.557798
2762,493.4437411
2763,487.6346186
2764,482.4098664
2765,477.9776195
2766,474.5844272
2767,472.4021981
2768,471.549654
2769,472.0765534
2770,473.9089637
2771,476.8842851
2772,480.6388987
2773,484.7912244
2774,488.8091241
2775,492.2623108
2776,494.7557204
2777,496.0621506
2778,496.1570405
2779,495.194227
2780,493.3780079
2781,491.0325578
2782,488.4796058
2783,485.9843244
2784,483.8107922
2785,482.1426789
2786,481.135656
2787,480.9242074
2788,481.604811
2789,483.201599
2790,485.7010995
2791,489.0733976
2792,493.1293839
2793,497.6788469
2794,502.4034171
2795,506.9787024
2796,511.0082498
2797,514.1927247
2798,516.2424493
2799,517.0098083
2800,516.4831047
2801,514.7433095
2802,511.9755815
2803,508.4377951
2804,504.3768152
2805,500.0720396
2806,495.8016976
2807,491.7745433
2808,488.2147053
2809,485.2599184
2810,483.0090395
2811,481.4933953
2812,480.6542293
2813,480.3829666
2814,480.511985
2815,480.8434085
2816,481.1371638
2817,481.2629184
2818,481.102713
2819,480.6340817
2820,479.9593587
2821,479.1969449
2822,478.5466569
2823,478.2189332
2824,478.3906562
2825,479.2652174
2826,480.9374945
2827,483.4578088
2828,486.8089389
2829,490.8639139
2830,495.3732904
2831,500.0456608
2832,504.4557808
2833,508.2363951
2834,511.030371
2835,512.6003968
2836,512.844627
2837,511.8170608
2838,509.6844445
2839,506.6924089
2840,503.1394667
2841,499.3327357
2842,495.5832451
2843,492.1861604
2844,489.3860677
2845,487.4439119
2846,486.5224069
2847,486.7328935
2848,488.044881
2849,490.2984496
2850,493.1676376
2851,496.2249897
2852,498.9331652
2853,500.7885118
2854,501.4184593
2855,500.6591461
2856,498.5536843
2857,495.3118628
2858,491.3077154
2859,486.9323369
2860,482.5899021
2861,478.6175216
2862,475.3079571
2863,472.8787755
2864,471.4949267
2865,471.300489
2866,472.3149173
2867,474.5165657
2868,477.798543
2869,481.9644573
2870,486.7332099
2871,491.7271347
2872,496.6166878
2873,501.0350092
2874,504.7024657
2875,507.4733436
2876,509.2236
2877,510.0192574
2878,509.9272699
2879,509.087386
2880,507.6672105
2881,505.8080554
2882,503.644598
2883,501.2661443
2884,498.7691276
2885,496.2099439
2886,493.625468
2887,491.0496688
2888,488.5509635
2889,486.1743942
2890,483.9793734
2891,482.0612087
2892,480.4986234
2893,479.4461839
2894,478.9833012
2895,479.2087473
2896,480.2162098
2897,482.0240722
2898,484.585016
2899,487.8063562
2900,491.4464774
2901,495.2258181
2902,498.8001377
2903,501.7767904
2904,503.8551656
2905,504.80588
2906,504.5131907
2907,503.0393902
2908,500.549106
2909,497.2686542
2910,493.5040807
2911,489.5098658
2912,485.581295
2913,481.957845
2914,478.9094123
2915,476.6497171
2916,475.4397454
2917,475.5172317
2918,477.0882475
2919,480.274406
2920,485.1462421
2921,491.4994531
2922,498.9831273
2923,506.9305565
2924,514.5191129
2925,520.7499709
2926,524.7691006
2927,525.9502036
2928,524.077726
2929,519.4161514
2930,512.529799
2931,504.0961001
2932,494.8679971
2933,485.4112511
2934,476.232438
2935,467.737676
2936,460.2758792
2937,454.1797741
2938,449.8736859
2939,447.770823
2940,448.3093448
2941,451.8839084
2942,458.6860154
2943,468.6317966
2944,481.1502686
2945,495.1172129
2946,508.9221636
2947,520.74139
2948,528.9392265
2949,532.6739812
2950,531.9461093
2951,527.5963182
2952,520.7339484
2953,512.5388001
2954,503.891072
2955,495.3789502
2956,487.3532768
2957,480.0741301
2958,473.7963499
2959,468.7878168
2960,465.4035803
2961,464.0726786
2962,465.1783893
2963,469.0175142
2964,475.6526424
2965,484.7785995
2966,495.6492404
2967,507.0549164
2968,517.4202044
2969,525.1812191
2970,529.2168264
2971,529.0873668
2972,525.1410285
2973,518.254931
2974,509.513525
2975,499.974869
2976,490.4093086
2977,481.4044766
2978,473.318117
2979,466.421928
2980,460.9305218
2981,456.9959653
2982,454.8058432
2983,454.4670168
2984,456.0633568
2985,459.5420797
2986,464.7863403
2987,471.4807235
2988,479.2244458
2989,487.5231489
2990,495.7868971
2991,503.4698225
2992,510.0642894
2993,515.22749
2994,518.7569036
2995,520.5559887
2996,520.7241595
2997,519.4123935
2998,516.8415288
2999,513.2240129
3000,508.8413175
3001,503.888491
3002,498.6241317
3003,493.2247966
3004,487.901756
3005,482.8212237
3006,478.2426412
3007,474.3435829
3008,471.4425762
3009,469.7687321
3010,469.6569761
3011,471.3678384
3012,475.0750436
3013,480.8015713
3014,488.3728946
3015,497.2519608
3016,506.5646321
3017,515.1874491
3018,521.8711011
3019,525.5569795
3020,525.6882752
3021,522.278617
3022,515.9226912
3023,507.4880489
3024,497.9075468
3025,487.9844132
3026,478.2879674
3027,469.2291435
3028,461.1311346
3029,454.2751469
3030,448.9915457
3031,445.6933031
3032,444.8333217
3033,446.933875
3034,452.4114451
3035,461.5098044
3036,474.0719364
3037,489.4293277
3038,506.1633269
3039,522.3072635
3040,535.5499096
3041,544.0107753
3042,546.7225422
3043,543.9477326
3044,536.8319921
3045,526.935558
3046,515.6678595
3047,504.0326693
3048,492.698271
3049,481.9638687
3050,472.0991213
3051,463.2839251
3052,455.8339714
3053,450.2005862
3054,446.9345012
3055,446.6446062
3056,449.8853865
3057,457.0140069
3058,468.0174029
3059,482.251276
3060,498.2768896
3061,513.9392466
3062,526.7595334
3063,534.6108032
3064,536.5616233
3065,533.021709
3066,525.3816835
3067,515.3948479
3068,504.5070195
3069,493.7972811
3070,483.8213692
3071,474.9071315
3072,467.2378354
3073,460.9949563
3074,456.4402102
3075,453.8829792
3076,453.7390995
3077,456.330355
3078,461.8491563
3079,470.2423465
3080,481.082864
3081,493.4319888
3082,505.9522137
3083,517.1163439
3084,525.4919416
3085,530.1217455
3086,530.7706002
3087,527.8769162
3088,522.3093354
3089,515.0427476
3090,506.9603818
3091,498.792446
3092,491.0291054
3093,484.0050009
3094,477.9566509
3095,473.0753504
3096,469.454974
3097,467.1777156
3098,466.2726001
3099,466.7009548
3100,468.3683764
3101,471.0877572
3102,474.6733491
3103,478.8503941
3104,483.4115793
3105,488.1163154
3106,492.771073
3107,497.2200185
3108,501.3200196
3109,504.9282556
3110,507.9101188
3111,510.1390692
3112,511.4189819
3113,511.675674
3114,510.810009
3115,508.7946503
3116,505.7532277
3117,501.8047251
3118,497.1814855
3119,492.1607345
3120,486.9790679
3121,481.9465231
3122,477.3319088
3123,473.4375169
3124,470.5654368
3125,469.0409136
3126,469.2128943
3127,471.3861117
3128,475.7725359
3129,482.3978199
3130,491.0084455
3131,500.9713345
3132,511.276642
3133,520.6103649
3134,527.5637744
3135,531.0633512
3136,530.6148955
3137,526.433201
3138,519.221268
3139,509.996953
3140,499.7043643
3141,489.1627754
3142,478.9317069
3143,469.4720617
3144,461.1013033
3145,454.192529
3146,449.1706973
3147,446.4578862
3148,446.5625905
3149,449.8453969
3150,456.5258996
3151,466.4613723
3152,479.0116576
3153,492.9587149
3154,506.6388318
3155,518.1388764
3156,525.9672143
3157,529.3646031
3158,528.4871995
3159,524.2064495
3160,517.6669077
3161,509.948256
3162,501.870708
3163,494.0244326
3164,486.7452595
3165,480.2940231
3166,474.9369197
3167,470.9534133
3168,468.6403094
3169,468.3549429
3170,470.3434962
3171,474.740728
3172,481.4128131
3173,489.8583849
3174,499.2636034
3175,508.4625195
3176,516.1389414
3177,521.2325191
3178,523.0551033
3179,521.5658087
3180,517.2607853
3181,510.9040625
3182,503.3791602
3183,495.4792988
3184,487.8135885
3185,480.8505967
3186,474.9118031
3187,470.315302
3188,467.2891952
3189,466.0009198
3190,466.5702003
3191,468.9540822
3192,473.0227604
3193,478.3470632
3194,484.3585206
3195,490.3959145
3196,495.724228
3197,499.7441034
3198,502.1251896
3199,502.7652576
3200,501.8735027
3201,499.8175756
3202,497.0655108
3203,494.0691968
3204,491.2375087
3205,488.9331387
3206,487.4327694
3207,486.9014837
3208,487.4475521
3209,488.9932226
3210,491.3813746
3211,494.289457
3212,497.3349916
3213,500.0275999
3214,501.973059
3215,502.8969778
3216,502.6444953
3217,501.2885203
3218,499.0168356
3219,496.1451319
3220,492.9987217
3221,489.947633
3222,487.3271865
3223,485.4556503
3224,484.6009975
3225,484.9686011
3226,486.6403212
3227,489.499835
3228,493.3089069
3229,497.5713696
3230,501.6203289
3231,504.749945
3232,506.3851864
3233,506.1205797
3234,503.9281727
3235,500.0832707
3236,495.006845
3237,489.3049731
3238,483.4691016
3239,478.0305671
3240,473.3977915
3241,469.90707
3242,467.917612
3243,467.6799707
3244,469.4094631
3245,473.1805211
3246,478.8531108
3247,486.0778421
